Mã quy tắc (rule_code),Hoạt chất A (generic_a),Hoạt chất B (generic_b),Mức độ (severity),Mức độ gốc (nhic_severity_raw),Hậu quả lâm sàng (clinical_effect),Cơ chế (mechanism),Khuyến cáo xử trí (recommendation),NHIC UID
DDI-NHIC-KETOPROF-KETOROLA-138,ketoprofen,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,02C63C48-1FC7-444D-B0A3-55D143C389D6
DDI-NHIC-ACECLOFE-KETOROLA-139,aceclofenac,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,8E27E450-84D3-4953-B6CA-10A3785CF394
DDI-NHIC-ACIDMEFE-KETOROLA-140,acid mefenamic,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,3B37ADEA-D7B5-4F44-976A-ED40FA230E7C
DDI-NHIC-ASPIRIN-KETOROLA-141,aspirin,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,F208E49F-AF55-41D1-9EA2-B289FE318840
DDI-NHIC-CLONICSI-KETOROLA-142,clonixin,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,5A2FF394-4372-4A2F-AF08-EE8A4CFE34F8
DDI-NHIC-DECSKETO-KETOROLA-143,dexketoprofen,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,A1542A3E-970C-43BA-AAA9-0A47BEE19F4E
DDI-NHIC-DICLOFEN-KETOROLA-144,diclofenac,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,6C48F4E5-F2FC-4557-9B2A-1E7949709728
DDI-NHIC-FLOCTAFE-KETOROLA-145,floctafenin,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,533775D0-CD30-4038-A4BF-C51C7966737D
DDI-NHIC-FLURBIPR-KETOROLA-146,flurbiprofen,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,E7FE99C7-4BAE-4609-9690-CD2062E2DF53
DDI-NHIC-INDOMETA-KETOROLA-147,indomethacin,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,EC6639DF-1287-41C3-887E-2ED88F1780FE
DDI-NHIC-KETOROLA-MELOCSIC-148,ketorolac,meloxicam,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,A9459FAE-29A0-4638-A65E-168D70390FA1
DDI-NHIC-KETOROLA-NABUMETO-149,ketorolac,nabumeton,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,D8F179FB-A523-46C7-B06F-61B147FB676F
DDI-NHIC-KETOROLA-NAPROCSE-150,ketorolac,naproxen,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,03066A99-9D79-439C-8360-CF683C1CD97D
DDI-NHIC-ACIDACET-KETOROLA-151,acid acetylsalicylic,ketorolac,high,Chống chỉ định,Tăng nguy cơ xuất huyết tiêu hóa nghiêm trọng (sử dụng đồng thời ketorolac với 1 NSAID khác làm tăng nguy cơ xuất huyết tiêu hóa gấp 5 lần so với phối hợp 2 NSAID khác),Hiệp đồng tác dụng kích ứng đường tiêu hóa,Chống chỉ định phối hợp. Cần đặc biệt lưu ý nguy cơ tương tác trong trường hợp giảm đau hậu phẫu.,AC5B0C27-A253-497F-BB15-A692C1AF815A
DDI-NHIC-LEVODOPA-METOCLOP-152,levodopa/benserazid,metoclopramid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,872848E7-6FA5-4FD0-B2B8-EC78EBEDE665
DDI-NHIC-LEVODOPA-SULPIRID-153,levodopa/benserazid,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,B9CE1FED-9E70-47A6-82EC-9700888FB957
DDI-NHIC-LEVODOPA-LINEZOLI-154,levodopa/benserazid,linezolid,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ, tăng huyết áp)",Tăng tích lũy noradrenalin (norepinephrin) và dopamin,Chống chỉ định sử dụng levodopa/carbidopa đồng thời hoặc trong vòng 14 ngày trước đó có sử dụng linezolid.,D904EEF4-C912-43FC-ABCC-2C641328AFBA
DDI-NHIC-FURAZOLI-LEVODOPA-155,furazolidon,levodopa/carbidopa,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ, tăng huyết áp)","Tăng tích lũy noradrenalin (norepinephrin) và dopamin. Tác dụng ức chế MAO của furazolidon do chất chuyển hóa của thuốc, xuất hiện chậm sau 5 - 10 ngày.",Chống chỉ định sử dụng levodopa/carbidopa đồng thời hoặc trong vòng 14 ngày gần đây có sử dụng furazolidon.,C8E9433F-9B05-48B5-BB5E-042CA305062A
DDI-NHIC-LEVODOPA-METOCLOP-156,levodopa/carbidopa,metoclopramid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,31AAAD0A-DE9B-4C84-ABC6-72360ED65A2B
DDI-NHIC-LEVODOPA-SULPIRID-157,levodopa/carbidopa,sulpirid,high,Chống chỉ định,Giảm hiệu quả của cả hai thuốc,Đối kháng tác dụng của nhau,Chống chỉ định phối hợp,4DD9FF64-7957-4406-B795-A7C9B9A77225
DDI-NHIC-LEVODOPA-LINEZOLI-158,levodopa/carbidopa,linezolid,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ, tăng huyết áp)",Tăng tích lũy noradrenalin (norepinephrin) và dopamin,Chống chỉ định sử dụng levodopa/carbidopa đồng thời hoặc trong vòng 14 ngày trước đó có sử dụng linezolid.,C877A45B-0FA4-42CE-BCC3-964978C0E543
DDI-NHIC-ALISKIRE-LISINOPR-159,aliskiren,lisinopril,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",23A6BBA8-6D2D-45C9-9137-77FD38F463D6
DDI-NHIC-BUPROPIO-LINEZOLI-160,bupropion,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và bupropion. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",C123814C-80C0-43FF-8BD1-3B5E613257CA
DDI-NHIC-CITALOPR-LINEZOLI-161,citalopram,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và citalopram. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị đ��ợc 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",F17CE0CA-BF75-4509-8C6A-150E7617E40C
DDI-NHIC-CLOMIPRA-LINEZOLI-162,clomipramin,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và clomipramin. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",F5313E9F-1E98-4334-BDFD-331688E581B3
DDI-NHIC-DOCSILAM-LINEZOLI-163,doxylamin,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và doxylamin. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",1F9CCB01-D1E0-4AA5-A026-D66DD3352CD1
DDI-NHIC-DULOCSET-LINEZOLI-164,duloxetin,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và duloxetin. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",9D7103F7-B5C9-495C-89B6-772FF64569A8
DDI-NHIC-ESCITALO-LINEZOLI-165,escitalopram,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, m���t phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và escitalopram. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị ��ược 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",565E2CA5-ABFC-4763-9C6D-35144B887827
DDI-NHIC-FLUVOCSA-LINEZOLI-166,fluvoxamin,linezolid,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và fluvoxamin. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. 
2. Trong hợp không thể trì hoãn điều trị đ��ợc 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",C98F4495-E895-478C-9074-7D8B351409E9
DDI-NHIC-LINEZOLI-PETIDIN-167,linezolid,pethidin,high,Chống chỉ định có điều kiện,"Tăng nguy cơ hội chứng serotonin (sốt cao, rối loạn nhận thức, tăng phản xạ, mất phối hợp, rung giật cơ, cứng cơ, co giật, nhịp tim nhanh, tăng huyết áp, tăng thân nhiệt, vã mồ hôi, ảo giác, kích động hoặc bồn chồn…)",Hiệp đồng tác dụng serotonin,"1. Cố gắng tránh sử dụng đồng thời linezolid và pethidin. Tốt nhất các thuốc này nên sử dụng cách nhau 2 tuần. Cân nhắc thay đổi sang các thuốc nhóm khác có cùng chỉ định và ít có nguy cơ tương tác hơn. Trong trường hợp bắt buộc sử dụng opioid, có th��� đổi sang các opiod khác không có hoạt tính ức chế thu hồi serotonin (morphin, codein, oxycodon, buprenorphin)
2. Trong hợp không thể trì hoãn điều trị được 2 tuần, bắt buộc sử dụng dài ngày hoặc khẩn cấp bằng linezolid và không có thuốc khác thay thế, cân bằng lợi ích và nguy cơ xảy ra hội chứng serotonin. Nếu lợi ích vượt trội nguy cơ, vẫn có thể sử dụng đồng thời nhưng cần giám sát chặt chẽ chặt chẽ bệnh nhân, đặc biệt trong tháng đầu tiên sử dụng đồng thời 2 thuốc.",E1274D66-1846-4630-B9C1-723EED22AD1A
DDI-NHIC-LINEZOLI-METILDOP-168,linezolid,methyldopa,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ)",Chưa rõ,Chống chỉ định phối hợp,E7FE3A39-646A-4283-B19B-812770D14DE0
DDI-NHIC-LINEZOLI-FENILEFR-169,linezolid,phenylephrin,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ, tăng huyết áp)",Tăng tích lũy noradrenalin (norepinephrin),"1. Chống chỉ định sử dụng phenylephrin sử dụng đường uống đồng thời hoặc trong vòng 14 ngày trước đó có sử dụng linezolid.
2. Đối với phenylephrin sử dụng đường tiêm, cần sử dụng rất thận trọng trên bệnh nhân đang dùng linezolid trong điều kiện giám sát huyết áp chặt chẽ.",41850CF5-76AB-4F74-9B90-A9FF922D4C94
DDI-NHIC-LINEZOLI-NEFOPAM-170,linezolid,nefopam,high,Chống chỉ định,"Tăng nguy cơ kích thích thần kinh trung ương (co giật, ảo giác và kích động)",Nefopam ức chế thu hồi noradrenalin (norepinephrin) và serotonin trên hệ thần kinh,Chống chỉ định phối hợp,769B6DCE-E73A-4E43-9848-BD1D12E62912
DDI-NHIC-LEVODOPA-LINEZOLI-171,levodopa/carbidopa/entacapon,linezolid,high,Chống chỉ định,"Tăng nguy cơ xuất hiện cơn tăng huyết áp (đau đầu, đánh trống ngực, cứng cổ, tăng huyết áp)",Tăng tích lũy noradrenalin (norepinephrin) và dopamin,Chống chỉ định sử dụng levodopa/carbidopa đồng thời hoặc trong vòng 14 ngày trước đó có sử dụng linezolid.,7EAAB28A-24EE-4DA0-AE64-841A17559174
DDI-NHIC-ERGOTAMI-LOPINAVI-172,ergotamin,lopinavir/ritonavir,high,Chống chỉ định,"Tăng nồng độ của ergotamin trong huyết thanh, tăng nguy cơ độc tính (nôn, buồn nôn, hoại tử đầu chi, thiếu máu cục bộ do co thắt mạch…)",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ergotamin,Chống chỉ định phối hợp,D65F0906-8594-4E5F-BDA6-5E4380FE3ED5
DDI-NHIC-EVEROLIM-LOPINAVI-173,everolimus,lopinavir/ritonavir,high,Chống chỉ định,"Tăng nồng độ everolimus trong huyết thanh, tăng tác dụng bất lợi liên quan đến ức chế miễn dịch","Ritonavir ức chế mạnh CP3A4 làm giảm chuyển hóa  của everolimus ở gan, đồng thời, ức chế P-gp làm giảm thải trừ everolimus khỏi cơ thể.",Chống chỉ định phối hợp,BFE01BB4-8FA5-42CF-81EC-36CEF908863D
DDI-NHIC-GRAZOPRE-LOPINAVI-174,grazoprevir/elbasvir,lopinavir/ritonavir,high,Chống chỉ định,"Tăng nồng độ grazoprevir/elbasvir, tăng nguy cơ tăng ALT",Lopinavir ức chế OATP1B1/3 làm giảm vận chuyển grazoprevir vào gan.,Chống chỉ định phối hợp,33550CFF-91E0-4A4B-88D6-2D193708C5B3
DDI-NHIC-LERCANID-LOPINAVI-175,lercanidipin,lopinavir/ritonavir,high,Chống chỉ định,"Tăng nồng độ lercanidipin, tăng nguy cơ hạ huyết áp nghiêm trọng",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của lercanidipin,Chống chỉ định phối hợp,3DD8A614-46A3-48DC-910F-85D466392EFF
DDI-NHIC-LOPINAVI-LOVASTAT-176,lopinavir/ritonavir,lovastatin,high,Chống chỉ định,"Tăng nồng độ của lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của lovastatin,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay lovastatin bằng các dẫn chất statin khác (ngoại trừ simvastatin), sử dụng liều thấp nhất có hiệu quả, atorvastatin không quá 20 mg/ngày, rosuvastatin không vượt quá 10 mg/ngày, pitavastatin và pravastatin không cần hiệu chỉnh liều khi phối hợp.",D8B732B5-9714-4492-A70E-F1DADFFD30E6
DDI-NHIC-LOPINAVI-SIMVASTA-177,lopinavir/ritonavir,simvastatin,high,Chống chỉ định,"Tăng nồng độ của simvastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của simvastatin,"Chống chỉ định phối hợp.
Trong trường hợp bắt buộc sử dụng dẫn chất statin, thay simvastatin bằng các dẫn chất statin khác (ngoại trừ lovastatin) sử dụng liều thấp nhất có hiệu quả, atorvastatin không quá 20 mg/ngày, rosuvastatin không vượt quá 10 mg/ngày, pitavastatin và pravastatin không cần hiệu chỉnh liều khi phối hợp.",A2E30097-CD70-4047-8435-8C2EECECC61D
DDI-NHIC-LOPINAVI-TICAGREL-178,lopinavir/ritonavir,ticagrelor,high,Chống chỉ định,"Tăng nồng độ của ticagrelor trong huyết thanh, tăng nguy cơ xuất huyết",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ticagrelor,Chống chỉ định phối hợp,856D6D5B-5A92-41F9-BFAC-04B6584992B6
DDI-NHIC-LOPINAVI-RIFAMPIC-179,lopinavir/ritonavir,rifampicin,high,Chống chỉ định có điều kiện,"Giảm nồng độ lopinavir trong huyết thanh, giảm hiệu quả điều trị",Rifampicin cảm ứng CYP3A4 làm tăng chuyển hóa của lopinavir,"Tốt nhất nên tránh phối hợp. Nếu bắt buộc phối hợp, điều chỉnh liều lopinavir/ritonavir (lopinavir 800 mg + ritonavir 200 mg hai lần mỗi ngày hoặc lopinavir 400 mg + ritonavir 400 mg hai lần mỗi ngày)",204202B2-48C9-482C-BDBF-0FE6C96CAD90
DDI-NHIC-ERGOVORI-LOPINAVI-180,ergovorin,lopinavir/ritonavir,high,Chống chỉ định có điều kiện,"Tăng nồng độ của ergovorin trong huyết thanh, tăng nguy cơ độc tính (nôn, buồn nôn, hoại tử đầu chi, thiếu máu cục bộ do co thắt mạch…)",Lopinavir/ritonavir ức chế CYP3A4 mạnh làm giảm chuyển hóa của ergovorin,"Tốt nhất nên tránh phối hợp. Đối với trường hợp điều trị băng huyết sau sinh, nếu không còn thuốc khác thay thế ở người bệnh đang sử dụng lopinavir/ritonavir, sử dụng ergovorin chỉ khi lợi ích vượt trội nguy cơ và sử dụng liều thấp nhất có hiệu quả trong thời gian ngắn nhất.",6559D525-08AD-4BEA-9C72-EC9E350B13DC
DDI-NHIC-ALISKIRE-LOSARTAN-181,aliskiren,losartan,high,Chống chỉ định có điều kiện,"Tăng nguy cơ tăng kali máu, suy thận và hạ huyết áp",Hiệp đồng tăng tác dụng,"1. Chống chỉ định ở bệnh nhân đái tháo đường hoặc suy thận (MLCT < 60 ml/ph/1,73 m²).
2. Ở các đối tượng khác, cũng nên tránh phối hợp này. Trong trường hợp bắt buộc phối hợp, theo dõi chặt chẽ kali, creatinin và huyết áp của bệnh nhân.",DB6D95FF-1AE9-4BE8-88CE-976FF9FB50AC
DDI-NHIC-BOCEPREV-LOVASTAT-182,boceprevir,lovastatin,high,Chống chỉ định,"Tăng nồng độ của lovastatin trong huyết thanh, tăng nguy cơ bệnh cơ hoặc tiêu cơ vân cấp",Boceprevir ức chế CYP3A4 mạnh làm giảm chuyển hóa của lovastatin,Chống chỉ định phối hợp,F5C4BEA0-0DAE-46B0-BF89-E3EDD6FE408A
